,area_id,weight,volume,fat,sugar,saturate,protein,carb,salt,fibre,energy_fat,energy_sugar,energy_saturate,energy_protein,energy_fibre,energy_carb,energy_tot,f_healthy_weight,f_overweight,f_obese,weighted_sample
0,E09000001,323.1747500336382,98.84296340620392,8.47298454299954,9.27806507392124,3.361599313068192,5.253333285337159,15.77963916657501,0.5304962759067361,1.6198500693501017,76.25686088693159,37.11226029568496,30.25439381750264,21.013333141348635,3.0779649617897333,63.11855666630004,165.85175135845947,36.5,30.5,31.4,20
1,E09000002,421.3041248991111,122.3412937561377,9.209958879426454,10.793244450126377,3.5968337176736327,5.1938716124516215,19.78498758058572,0.6030812875842949,1.5903352530824315,82.88962991475458,43.17297780050551,32.371503459633324,20.77548644980649,2.9515408296267256,79.13995032234287,187.1743899263307,33.4,31.9,31.6,409
2,E09000003,407.170490779264,114.9337708021072,8.594464256148441,9.530548060564934,3.4073529420667685,5.1296270223761615,17.025949985282526,0.5672109731463423,1.6386388860507477,77.35017830707292,38.122192242259736,30.66617648422981,20.51850808950465,3.088691223786064,68.1037999411301,170.65550429436843,42.1,35.2,20.5,862
3,E09000004,359.5441264526956,106.44642598481062,9.119179509430143,10.94108504257606,3.466346231631616,5.3044958844715575,19.997104634879232,0.5913255680851635,1.657118423906515,82.07261558529241,43.76434017030424,31.1971160846996,21.21798353788623,3.0664988666392405,79.9884185395169,187.75479102131655,33.5,43.1,23.0,589
4,E09000005,434.3241407007912,128.9303687879201,8.962466234200795,10.14861004051352,3.559913328375349,5.132914602106025,18.726476177055027,0.5704772471698156,1.5859782802024174,80.66219611082734,40.59444016205408,32.039219951380915,20.5316584084241,2.9635309755175814,74.90590470822009,180.51058626604257,43.9,34.9,19.5,712
5,E09000006,319.3362732416998,101.10515902824764,9.123054404554082,11.218736802665248,3.556923892963736,5.226794876416479,19.17552820913241,0.5635827516694635,1.6298718441112332,82.107489640855,44.87494721066099,32.0123150375822,20.907179505665923,3.0277313008184765,76.70211283652962,184.65795541681976,34.3,43.8,21.2,743
6,E09000007,348.4204141662743,102.52597903160265,8.801149088521983,9.426070542040328,3.50345115517085,5.234501881685119,16.306470373998266,0.5403828420927888,1.633295464734644,79.21034179562324,37.704282168161306,31.5310603969697,20.93800752674048,3.0903201182460567,65.22588149599305,170.38713721269104,48.2,36.4,13.7,537
7,E09000008,353.6361232806845,107.46197655437,9.093330009791606,10.969373282272771,3.529782732092232,5.1759192858971845,19.01623094171573,0.5678146853419849,1.5995815525816195,81.83997008732145,43.87749312909109,31.76804458985225,20.703677143588735,2.973780321728067,76.0649237668629,183.15470172867583,36.6,37.7,24.3,858
8,E09000009,358.569244836155,106.19736904293694,9.012152464384853,9.60223799612058,3.5885594579595423,5.368475103899732,17.213206543729573,0.5846568109226851,1.651457853907791,81.10937217985341,38.40895198448232,32.29703511888734,21.473900415598926,3.1157242587433087,68.85282617491829,176.19132044284248,42.1,39.0,18.2,807
9,E09000010,416.0624556256864,122.35306225193656,8.890418667707014,9.947048603048634,3.5213475813033868,5.480698946262788,18.56756377995097,0.6231429825973593,1.5658528541598695,80.01376801394473,39.788194412194535,31.69212823209166,21.922795785051157,2.948694078135962,74.27025511980388,180.73466452780707,33.3,37.8,26.4,727
10,E09000011,403.1896859064734,114.736224503618,8.930749309015189,9.76308461335374,3.448167472109697,5.360270171579648,18.366070867954644,0.6133049901769965,1.5777897323761785,80.37674378166635,39.05233845341496,31.03350724595255,21.441080686318603,2.9490242883221107,73.46428347181858,179.93981930348042,34.0,40.8,23.6,621
11,E09000012,405.9931961887152,111.5938228002051,8.946847789112516,9.694130421038444,3.47762881192415,5.273588986693505,17.752442104240316,0.6053510538968024,1.569076132532566,80.52163010438687,38.77652168415378,31.29865930369967,21.09435594677402,2.9644376522882605,71.00976841696126,177.18832904247037,49.9,32.8,15.9,555
12,E09000013,368.8733723554643,102.8821757037312,8.885619013575523,8.911438172321276,3.5055124392394097,5.509827374932955,16.076994704094588,0.5893426903466179,1.6304776125752676,79.97057112471181,35.6457526892851,31.549611949086703,22.03930949973182,3.09760508612214,64.30797881637837,171.196678801529,50.0,36.3,13.3,458
13,E09000014,401.7296185929848,111.39466605279269,9.040818192364796,9.371023183991174,3.53642777661428,5.414920360304277,17.46751385726118,0.6111057966069123,1.612258997905362,81.36736373459222,37.48409273596469,31.82784998535459,21.659681441217103,3.039505823914987,69.87005542904473,177.65232250326164,40.6,40.2,18.8,576
14,E09000015,427.8919379680032,133.10597708543534,8.76516177923776,10.051114261867871,3.565429828524965,5.0088220786943936,18.351060275955263,0.5563164569770803,1.6184913465978412,78.88645601887977,40.20445704747149,32.08886845458538,20.03528831477757,3.0233502604249907,73.40424110382106,176.790788858978,37.2,38.3,20.8,569
15,E09000016,319.15568694255825,99.90938730883312,9.250358473686813,11.455478103893368,3.5443640677445485,5.37521950103421,20.25051999932788,0.5823168720649078,1.681965824253172,83.25322626364684,45.82191241557347,31.89927660974068,21.50087800413684,3.1110103452109583,81.00207999731151,190.274533164522,36.1,41.0,22.3,615
16,E09000017,374.7379509101179,119.79257013983806,8.830852128030054,10.15458203169627,3.6049656855501504,5.312310363795297,18.09265654736691,0.5909088495818712,1.597778172410654,79.47766915172642,40.61832812678508,32.44469116844423,21.249241455181192,3.006661466106188,72.37062618946764,177.96315330521784,32.6,43.5,23.7,650
17,E09000018,336.9229444627232,105.20181118566532,9.263180990803594,10.399521289630886,3.653928595618927,5.283108261200906,18.08525394336305,0.5772648291657599,1.6846579733563631,83.3686289175075,41.598085158523546,32.8853573606383,21.132433044803623,3.156903696395442,72.3410157734522,181.63201610712875,35.4,41.0,21.8,628
18,E09000019,357.4527399792158,104.54099143467973,8.796319996497694,9.43348463880356,3.4496462160875674,5.429345533858867,16.86152229199284,0.5840388739778032,1.6081682325157296,79.16687996826329,37.733938555214245,31.0468159429354,21.717382135435468,3.0487928218318774,67.44608916797137,173.35791620200263,44.4,33.2,20.5,523
19,E09000020,372.6087654141765,100.56662928014272,8.650872744032604,8.6453230549526,3.4433080803913656,5.394421920815884,15.7305238396069,0.5715569149888751,1.6101017987429345,77.85785469636656,34.5812922198104,30.98977272172728,21.57768768326353,3.064728081775104,62.92209535842761,167.39559604049091,52.8,34.7,11.2,418
20,E09000021,297.3791743053174,95.0066315140401,9.293907218386714,10.970420860007083,3.5628294962863016,5.3556811552257,18.7472173267894,0.5686810539054594,1.7437376718309685,83.64516496541579,43.881683440028326,32.065465466459216,21.4227246209028,3.2480031656325923,74.98886930715759,184.95455474042117,44.4,40.5,14.6,398
21,E09000022,397.0969051479764,103.51890175861897,8.71506666461507,9.299810164802023,3.3651811904289817,5.4363472172529015,17.201334463175353,0.6080348142958518,1.5887348112139124,78.43559998603983,37.199240659208094,30.286630712609163,21.74538886901161,3.0051425506160423,68.80533785270141,173.78544580355418,45.1,37.4,14.4,733
22,E09000023,399.1819102068426,105.62837235677952,8.799224306238726,9.764507414162644,3.409291984893104,5.365823134996256,18.05607138514205,0.6143593691579711,1.5768681640900837,79.19301875976853,39.058029656650575,30.683627860252106,21.463292539985023,2.969213014635044,72.2242855405682,177.56303076236102,38.6,37.7,23.6,653
23,E09000024,336.74700597820134,103.75381283687364,8.937439465001063,10.250676647719844,3.5431763181639337,5.232353442456027,17.498782178333553,0.5576480181690662,1.6432663675647683,80.43695518431646,41.00270659087938,31.88858686469117,20.92941376982411,3.091469599998677,69.99512871333421,176.39917677936108,41.3,40.3,18.0,483
24,E09000025,450.3499033393754,136.70356135199324,9.36089186519424,10.621476569588689,3.74025348660858,4.983205757674153,19.279220058448555,0.5661285703022622,1.5301249793888492,84.24802679063575,42.48590627835475,33.662281377837125,19.93282303069661,2.8459483908981564,77.11688023379422,185.42564531110983,38.6,36.8,20.0,711
25,E09000026,407.3692848317656,119.01355572957684,9.318002231451503,10.37332073764826,3.731787122677734,5.249971016445727,18.76664377279257,0.5974617849426558,1.6245741953007031,83.86202008261799,41.49328295059304,33.586084102707524,20.999884065782908,3.0333829077295618,75.06657509117028,184.5521354833781,42.0,34.9,20.5,673
26,E09000027,321.80804535491274,97.37318321727736,9.154100854831254,9.726032972572318,3.6190121189369777,5.402339904811059,16.81712300510812,0.5497664996648584,1.6933058825788607,82.38690769351085,38.90413189028927,32.57110907049056,21.60935961924424,3.1948291818494035,67.26849202043248,176.58392482151902,51.5,35.5,12.1,454
27,E09000028,387.6813201543257,107.15726596805312,8.633918149374612,9.236214935787638,3.364523590565088,5.524870612224047,17.626682051593804,0.6119790374561371,1.5892213854298425,77.70526334943071,36.94485974315055,30.28071231500124,22.099482448896183,3.0066727750021607,70.5067282063752,175.01935366370725,41.1,35.8,20.6,690
28,E09000029,295.33027102612704,98.49586446480409,9.358356033371567,11.629118177391396,3.609787631254652,5.20729936495352,19.75648744874967,0.5520274291420367,1.7013081159965688,84.22520430045766,46.51647270956558,32.48808868107923,20.82919745981408,3.1468594055664085,79.02594979499868,188.79008096396683,37.1,38.1,24.4,476
29,E09000030,390.0470118209896,112.60896897876164,9.0042142696138,10.225052698348875,3.5346328588139007,5.272859834860403,18.50622957281054,0.5846880540046239,1.6025827176553953,81.03792842951773,40.90021079339551,31.811695725084416,21.091439339441614,2.998562319034693,74.02491829124216,180.54807881043584,48.8,33.6,13.6,606
30,E09000031,414.8057264988064,117.9754572075767,9.074566802908675,9.79551841825804,3.620155655480143,5.405861995838484,18.293209562444595,0.6135078925675302,1.5737181771865854,81.6711012308194,39.18207367303216,32.58140089997256,21.62344798335393,2.9655286791981337,73.17283824977838,181.0913321503212,44.4,37.5,17.1,603
31,E09000032,350.2868730478048,103.653028756016,8.808393781847034,9.525601046500512,3.496572689223532,5.354923217809588,16.94183860030659,0.5725751810772262,1.6121368871644204,79.2755440362173,38.10240418600205,31.4691542028505,21.41969287123835,3.0502525410414507,67.76735440122636,173.51274045829535,46.5,37.6,14.7,790
32,E09000033,380.4701204601677,107.93397111956932,8.729807287488818,9.445943410336977,3.4892548677524906,5.245879281257444,16.795838117155412,0.5369336257773366,1.5794712354440748,78.56826558785457,37.78377364134791,31.40329380741413,20.98351712502977,2.9970051389884365,67.18335246862165,171.27194934507074,45.9,34.8,17.9,561
