area_id,weight,volume,fat,sugar,saturate,protein,carb,salt,fibre,energy_fat,energy_sugar,energy_saturate,energy_protein,energy_fibre,energy_carb,energy_tot,number_reception_measured,number_y6_measured,prevalence_overweight_reception,prevalence_overweight_y6,prevalence_obese_reception,prevalence_obese_y6
E05000044,98.56110255793135,29.2773736956289,1.988695638692111,2.365186457066116,0.7837551011067506,1.2017953664557308,4.476222651461691,0.12984947914775516,0.353361406186859,17.8982607482713,9.460745828264464,7.053795909908816,4.807181465822924,0.6634685554552227,17.904890605846774,41.58624506506973,741,636,0.251012146,0.40408805,0.118758435,0.253144654
E05000045,93.65185888908707,25.79252948970314,1.9249007817970702,2.0746902301122097,0.7575082072147196,1.130087145046486,3.6848758228098335,0.12248727356051291,0.36662295682182483,17.32410703626458,8.298760920448839,6.817573864952118,4.520348580185942,0.6927021777285203,14.73950329123933,37.635722520817,491,366,0.226069246,0.330601093,0.122199593,0.169398907
E05000046,88.98764446697253,26.378579349528543,1.9689207359733272,2.275816758460174,0.7815112407494248,1.1523065897721947,3.938943931925473,0.12282783927216767,0.3476910117558253,17.720286623789367,9.103267033840698,7.033601166685772,4.609226359088779,0.6515695430937607,15.755775727701891,39.0721462846413,696,511,0.272988506,0.395303327,0.126436782,0.260273973
E05000047,90.67555735575046,25.87624389380263,2.027782700290049,2.1040843666019584,0.8085637658828629,1.2208698811120995,3.869951044100664,0.13659356325184252,0.36443022686074944,18.25004430249591,8.416337466407835,7.2770738931975005,4.883479524448399,0.6857868049063176,15.479804176402656,39.70337808809712,539,441,0.20593692,0.37414966,0.100185529,0.195011338
E05000048,82.13007644629405,25.23670412102805,2.033647770062017,2.4060988820477793,0.8309258360152167,1.2165415358095226,4.111324019898632,0.1344804676466935,0.3595033267273728,18.30282993062833,9.624395528191117,7.478332524108236,4.866166143238091,0.6753480516440729,16.445296079594527,40.70338552657303,586,442,0.254266212,0.359728507,0.112627986,0.221719457
E05000049,91.35123311699019,25.640199404654602,2.028139830434182,2.046242409547075,0.8009523548025463,1.2304921279523329,3.8906485827938018,0.13861877103517994,0.3749409309469653,18.253258473988954,8.1849696381883,7.208571193233807,4.9219685118093315,0.7073103430994296,15.562594331175204,39.81826717285754,493,387,0.176470588,0.333333333,0.079107505,0.173126615
E05000050,81.94237837312346,27.45742050181641,1.850017541851376,2.4853879711493025,0.7433013083255282,0.9943410712262947,3.937693251986583,0.10844248173143227,0.3601312641308344,16.65015787665987,9.94155188459721,6.689711774875058,3.9773642849051787,0.6756066080415454,15.750773007946332,37.326683167866584,475,509,0.250526316,0.324165029,0.109473684,0.170923379
E05000051,91.56046971807338,24.028652377767447,1.903555555478326,2.020904964217977,0.7456223740217764,1.1363326389451616,3.6168208213253514,0.1268541766917373,0.37580319306506776,17.131999999265982,8.083619856871907,6.710601366365117,4.545330555780647,0.7097401136435515,14.467283285301406,37.18564153727627,363,354,0.181818182,0.228813559,0.066115702,0.115819209
E05000052,88.27674539995535,23.463217448491083,1.9325145109372777,2.065991931704329,0.7561364184590901,1.1133050096254937,3.548934296498028,0.12201840219063519,0.39027003687442924,17.392630598503292,8.263967726817317,6.805227766048337,4.453220038501975,0.738856843353346,14.195737185992112,37.087478534723815,363,256,0.195592287,0.2578125,0.063360882,0.125
E05000053,102.8313827230897,26.61089349358613,1.6792381456173433,2.1425613764462312,0.6576460879402778,1.022235093544307,3.7362627019487835,0.11071943355660824,0.36964776015714157,15.113143310507937,8.570245505784923,5.9188147916689635,4.088940374177229,0.7000917009386485,14.945050807795141,35.153671922872235,643,578,0.203732504,0.320069204,0.087091757,0.164359862
E05000054,90.06734544108049,27.490801704310215,1.9007731734552822,2.5565935687964068,0.7543683836570676,1.0759100933593964,4.252331343273825,0.11791269292765474,0.4302580660200143,17.106958561087282,10.226374275185627,6.789315452889346,4.303640373437586,0.8146748678838414,17.0093253730953,39.51697876796083,578,530,0.247404844,0.350943396,0.112456747,0.205660377
E05000055,96.08655763983992,25.681677240682426,1.778966268134892,2.1024082965499695,0.6990535060338084,1.065200422332677,3.6455650561415136,0.11198364567218395,0.36379599748046715,16.010696413197543,8.409633186199878,6.291481554476836,4.260801689330708,0.6917358224520903,14.582260224566054,35.8604684723357,597,434,0.154103853,0.34562212,0.073701843,0.19124424
E05000056,81.78138480777466,23.74233404931991,2.0062640060096,2.265126863799148,0.803957036505828,1.230689157454684,3.986014452969381,0.1358336830553097,0.37093583689465537,18.056376054113542,9.060507455196593,7.235613328492235,4.9227566298187355,0.7000991631111012,15.944057811877524,40.1215496649329,445,342,0.168539326,0.312865497,0.04494382,0.160818713
E05000057,93.10147344590439,26.317352896949696,1.9713571621024815,2.1300458762400445,0.7792841686181009,1.1666556797081644,3.8425659642343555,0.13392767851802317,0.3679363639515058,17.74221445899057,8.520183504960178,7.013557517514083,4.666622718832659,0.6918840641185666,15.370263856937425,38.82796744025031,547,472,0.257769653,0.345338983,0.113345521,0.18220339
E05000058,86.83212828639581,26.29599070609068,1.985896074753086,2.2300430010694643,0.7942844268329108,1.1978486205194696,3.9120476807409097,0.13125737556078412,0.36535366492428767,17.873064672871784,8.920172004277859,7.14855984150274,4.791394482077878,0.6876927550421505,15.648190722963639,39.44100940946205,475,390,0.202105263,0.335897436,0.077894737,0.169230769
E05000059,91.4966069759493,25.691241462608417,1.9819020471895836,2.085996636999671,0.786015960586313,1.1742668431260364,3.7349121769132263,0.12937299639529964,0.3711028500341668,17.837118424774978,8.343986547998684,7.074143645227034,4.697067372504145,0.6961778070189472,14.939648707652902,38.53740296023502,457,340,0.214442013,0.332352941,0.089715536,0.179411765
