,fat,sugar,saturate,protein,carb,salt,fibre,area_id,weight,volume,pay
1,9.209958879426454,10.793244450126377,3.5968337176736327,5.1938716124516215,19.78498758058572,0.6030812875842949,1.5903352530824315,E09000002,421.3041248991111,122.3412937561377,436.6
2,8.594464256148441,9.530548060564934,3.4073529420667685,5.1296270223761615,17.025949985282526,0.5672109731463423,1.6386388860507477,E09000003,407.170490779264,114.9337708021072,491
3,9.119179509430143,10.94108504257606,3.466346231631616,5.3044958844715575,19.997104634879232,0.5913255680851635,1.657118423906515,E09000004,359.5441264526956,106.44642598481062,491.1
4,8.962466234200795,10.14861004051352,3.559913328375349,5.132914602106025,18.726476177055027,0.5704772471698156,1.5859782802024174,E09000005,434.3241407007912,128.9303687879201,457.6
5,9.123054404554082,11.218736802665248,3.556923892963736,5.226794876416479,19.17552820913241,0.5635827516694635,1.6298718441112332,E09000006,319.3362732416998,101.10515902824764,583.8
6,8.801149088521983,9.426070542040328,3.50345115517085,5.234501881685119,16.306470373998266,0.5403828420927888,1.633295464734644,E09000007,348.4204141662743,102.52597903160265,588.1
7,9.093330009791606,10.969373282272771,3.529782732092232,5.1759192858971845,19.01623094171573,0.5678146853419849,1.5995815525816195,E09000008,353.6361232806845,107.46197655437,492.2
8,9.012152464384853,9.60223799612058,3.5885594579595423,5.368475103899732,17.213206543729573,0.5846568109226851,1.651457853907791,E09000009,358.569244836155,106.19736904293694,495.7
9,8.890418667707014,9.947048603048634,3.5213475813033868,5.480698946262788,18.56756377995097,0.6231429825973593,1.5658528541598695,E09000010,416.0624556256864,122.35306225193656,473.6
10,8.930749309015189,9.76308461335374,3.448167472109697,5.360270171579648,18.366070867954644,0.6133049901769965,1.5777897323761785,E09000011,403.1896859064734,114.736224503618,532.5
11,8.946847789112516,9.694130421038444,3.47762881192415,5.273588986693505,17.752442104240316,0.6053510538968024,1.569076132532566,E09000012,405.9931961887152,111.5938228002051,534.5
12,8.885619013575523,8.911438172321276,3.5055124392394097,5.509827374932955,16.076994704094588,0.5893426903466179,1.6304776125752676,E09000013,368.8733723554643,102.8821757037312,646.7
13,9.040818192364796,9.371023183991174,3.53642777661428,5.414920360304277,17.46751385726118,0.6111057966069123,1.612258997905362,E09000014,401.7296185929848,111.39466605279269,500
14,8.76516177923776,10.051114261867871,3.565429828524965,5.0088220786943936,18.351060275955263,0.5563164569770803,1.6184913465978412,E09000015,427.8919379680032,133.10597708543534,505.1
15,9.250358473686813,11.455478103893368,3.5443640677445485,5.37521950103421,20.25051999932788,0.5823168720649078,1.681965824253172,E09000016,319.15568694255825,99.90938730883312,517.5
16,8.830852128030054,10.15458203169627,3.6049656855501504,5.312310363795297,18.09265654736691,0.5909088495818712,1.597778172410654,E09000017,374.7379509101179,119.79257013983806,498.8
17,9.263180990803594,10.399521289630886,3.653928595618927,5.283108261200906,18.08525394336305,0.5772648291657599,1.6846579733563631,E09000018,336.9229444627232,105.20181118566532,495.6
18,8.796319996497694,9.43348463880356,3.4496462160875674,5.429345533858867,16.86152229199284,0.5840388739778032,1.6081682325157296,E09000019,357.4527399792158,104.54099143467973,603.7
19,8.650872744032604,8.6453230549526,3.4433080803913656,5.394421920815884,15.7305238396069,0.5715569149888751,1.6101017987429345,E09000020,372.6087654141765,100.56662928014272,632.4
20,9.293907218386714,10.970420860007083,3.5628294962863016,5.3556811552257,18.7472173267894,0.5686810539054594,1.7437376718309685,E09000021,297.3791743053174,95.0066315140401,574.6
21,8.71506666461507,9.299810164802023,3.3651811904289817,5.4363472172529015,17.201334463175353,0.6080348142958518,1.5887348112139124,E09000022,397.0969051479764,103.51890175861897,542.9
22,8.799224306238726,9.764507414162644,3.409291984893104,5.365823134996256,18.05607138514205,0.6143593691579711,1.5768681640900837,E09000023,399.1819102068426,105.62837235677952,517.5
23,8.937439465001063,10.250676647719844,3.5431763181639337,5.232353442456027,17.498782178333553,0.5576480181690662,1.6432663675647683,E09000024,336.74700597820134,103.75381283687364,548.1
24,9.36089186519424,10.621476569588689,3.74025348660858,4.983205757674153,19.279220058448555,0.5661285703022622,1.5301249793888492,E09000025,450.3499033393754,136.70356135199324,421.6
25,9.318002231451503,10.37332073764826,3.731787122677734,5.249971016445727,18.76664377279257,0.5974617849426558,1.6245741953007031,E09000026,407.3692848317656,119.01355572957684,533.1
26,9.154100854831254,9.726032972572318,3.6190121189369777,5.402339904811059,16.81712300510812,0.5497664996648584,1.6933058825788607,E09000027,321.80804535491274,97.37318321727736,648
27,8.633918149374612,9.236214935787638,3.364523590565088,5.524870612224047,17.626682051593804,0.6119790374561371,1.5892213854298425,E09000028,387.6813201543257,107.15726596805312,557
28,9.358356033371567,11.629118177391396,3.609787631254652,5.20729936495352,19.75648744874967,0.5520274291420367,1.7013081159965688,E09000029,295.33027102612704,98.49586446480409,498.3
29,9.0042142696138,10.225052698348875,3.5346328588139007,5.272859834860403,18.50622957281054,0.5846880540046239,1.6025827176553953,E09000030,390.0470118209896,112.60896897876164,554.9
30,9.074566802908675,9.79551841825804,3.620155655480143,5.405861995838484,18.293209562444595,0.6135078925675302,1.5737181771865854,E09000031,414.8057264988064,117.9754572075767,476.3
31,8.808393781847034,9.525601046500512,3.496572689223532,5.354923217809588,16.94183860030659,0.5725751810772262,1.6121368871644204,E09000032,350.2868730478048,103.653028756016,670.1
32,8.729807287488818,9.445943410336977,3.4892548677524906,5.245879281257444,16.795838117155412,0.5369336257773366,1.5794712354440748,E09000033,380.4701204601677,107.93397111956932,656
